RealSense_frame,Vicon_frame,Vicon_timestamp,RightHand1:Wrist1_X,RightHand1:Wrist1_Y,RightHand1:Wrist1_Z,RightHand1:Wrist2_X,RightHand1:Wrist2_Y,RightHand1:Wrist2_Z,RightHand1:Wrist3_X,RightHand1:Wrist3_Y,RightHand1:Wrist3_Z,RightHand1:Thumb1_X,RightHand1:Thumb1_Y,RightHand1:Thumb1_Z,RightHand1:Thumb2_X,RightHand1:Thumb2_Y,RightHand1:Thumb2_Z,RightHand1:Thumb3_X,RightHand1:Thumb3_Y,RightHand1:Thumb3_Z,RightHand1:IndexFinger1_X,RightHand1:IndexFinger1_Y,RightHand1:IndexFinger1_Z,RightHand1:IndexFinger2_X,RightHand1:IndexFinger2_Y,RightHand1:IndexFinger2_Z,RightHand1:IndexFinger3_X,RightHand1:IndexFinger3_Y,RightHand1:IndexFinger3_Z,LeftHand1:IndexFinger1_X,LeftHand1:IndexFinger1_Y,LeftHand1:IndexFinger1_Z,LeftHand1:IndexFinger2_X,LeftHand1:IndexFinger2_Y,LeftHand1:IndexFinger2_Z,LeftHand1:IndexFinger3_X,LeftHand1:IndexFinger3_Y,LeftHand1:IndexFinger3_Z,LeftHand1:Thumb1_X,LeftHand1:Thumb1_Y,LeftHand1:Thumb1_Z,LeftHand1:Thumb2_X,LeftHand1:Thumb2_Y,LeftHand1:Thumb2_Z,LeftHand1:Thumb3_X,LeftHand1:Thumb3_Y,LeftHand1:Thumb3_Z,LeftHand1:Wrist1_X,LeftHand1:Wrist1_Y,LeftHand1:Wrist1_Z,LeftHand1:Wrist2_X,LeftHand1:Wrist2_Y,LeftHand1:Wrist2_Z,LeftHand1:Wrist3_X,LeftHand1:Wrist3_Y,LeftHand1:Wrist3_Z,LeftHand1:Wrist4_X,LeftHand1:Wrist4_Y,LeftHand1:Wrist4_Z,Realsense:Camera1_X,Realsense:Camera1_Y,Realsense:Camera1_Z,Realsense:Camera2_X,Realsense:Camera2_Y,Realsense:Camera2_Z,Realsense:Camera3_X,Realsense:Camera3_Y,Realsense:Camera3_Z,Cup:Corner1_X,Cup:Corner1_Y,Cup:Corner1_Z,Cup:Corner2_X,Cup:Corner2_Y,Cup:Corner2_Z,Cup:Corner3_X,Cup:Corner3_Y,Cup:Corner3_Z,Cup:Corner4_X,Cup:Corner4_Y,Cup:Corner4_Z,Cup:Corner5_X,Cup:Corner5_Y,Cup:Corner5_Z,Cup:Corner6_X,Cup:Corner6_Y,Cup:Corner6_Z,Cup:Corner7_X,Cup:Corner7_Y,Cup:Corner7_Z,Cup:Corner8_X,Cup:Corner8_Y,Cup:Corner8_Z,Coffee:Corner1_X,Coffee:Corner1_Y,Coffee:Corner1_Z,Coffee:Corner2_X,Coffee:Corner2_Y,Coffee:Corner2_Z,Coffee:Corner3_X,Coffee:Corner3_Y,Coffee:Corner3_Z,Coffee:Corner4_X,Coffee:Corner4_Y,Coffee:Corner4_Z,Coffee:Corner5_X,Coffee:Corner5_Y,Coffee:Corner5_Z,Coffee:Corner6_X,Coffee:Corner6_Y,Coffee:Corner6_Z,Coffee:Corner7_X,Coffee:Corner7_Y,Coffee:Corner7_Z,Coffee:Corner8_X,Coffee:Corner8_Y,Coffee:Corner8_Z
00171_color_1715976472.161341.png,1884,1715976472.157727,533.387878,382.23349,884.585022,588.126221,412.489655,868.728088,589.973083,364.266296,891.860779,536.018555,324.082764,882.643372,505.383545,303.27594,877.729004,470.886993,295.060181,881.413818,461.622253,362.008942,887.424561,434.480377,357.941986,877.444885,408.110443,349.436432,863.346191,48.841919,196.18927,759.721863,78.300011,198.032455,752.443604,100.528641,199.995453,748.0979,-21.358122,149.616394,756.230042,6.854083,137.370621,750.57666,38.080471,128.547058,744.545166,3.203795,207.317062,772.152649,-10.497184,237.404205,762.996216,-43.866657,209.735474,776.055115,-107.832504,183.246109,783.897827,187.179337,980.022339,1493.991455,239.169617,974.131104,1516.24353,290.306763,986.284729,1498.588623,566.947998,-517.990173,835.141174,520.409485,-523.792847,834.371216,512.77063,-459.101135,834.654419,574.861938,-464.586121,834.335999,512.718994,-526.165771,738.017456,510.674896,-449.813721,739.823303,575.840454,-456.352814,740.329956,573.326172,-524.32666,740.446411,253.250931,13.65415,846.9104,324.387146,8.89889,847.063538,325.359497,91.713463,847.460205,256.237793,92.479027,846.284851,249.90065,6.129907,741.564148,329.575287,3.391932,741.351624,329.725159,97.926262,740.924316,251.923264,96.955742,740.086914
00172_color_1715976472.198755.png,1888,1715976472.197727,543.718689,372.642975,876.19751,598.429993,402.708496,858.380981,600.867615,354.142609,880.548767,545.328796,314.658722,873.054199,514.298157,294.017517,868.701904,479.791779,286.177734,873.611755,471.633698,353.207062,881.406921,444.110535,349.541107,872.336182,417.094208,341.570892,859.361145,48.876205,196.182434,759.741516,78.33049,198.044128,752.449768,100.560333,199.994431,748.094543,-21.336115,149.576859,756.181458,7.072298,137.483124,750.837708,38.158367,128.522751,744.483582,3.185726,207.295731,772.243958,-10.454314,237.26445,763.0401,-43.91592,209.463104,775.740234,-107.766678,183.001572,783.871033,187.181046,980.020569,1493.992798,239.171753,974.141663,1516.254272,290.301971,986.283325,1498.592896,567.045715,-518.295654,835.207764,520.382751,-523.658813,834.306824,512.784119,-459.078308,834.640198,574.821716,-464.616516,834.368286,512.751587,-526.153625,738.001892,510.700409,-449.790955,739.816711,575.867981,-456.347809,740.341553,573.370728,-524.466309,740.515869,253.287292,13.675589,846.90155,324.423309,8.924008,847.056091,325.430939,91.622665,847.402405,256.285645,92.462456,846.257446,249.901947,6.110928,741.548706,329.589996,3.403939,741.340759,330.150269,97.184807,740.47937,251.944565,96.964745,740.081055
00173_color_1715976472.233072.png,1892,1715976472.237727,554.614136,362.466003,865.494141,609.198547,392.2966,845.320618,612.315491,343.227844,866.414185,554.94458,304.501007,860.911987,523.288513,284.502655,857.566345,488.801483,277.035095,863.578125,482.469238,344.24823,873.581848,454.393311,341.536469,865.964111,426.702393,334.142609,854.127502,48.88599,196.184418,759.758972,78.332092,198.037003,752.466125,100.563339,200.001511,748.087158,-21.355591,149.504868,756.119507,6.981968,137.482193,750.813904,38.226231,128.502213,744.480164,3.195511,207.234573,772.165894,-10.460697,237.595505,763.343262,-43.924023,209.394226,775.663513,-107.713226,182.768478,783.751282,187.214874,979.993286,1493.974487,239.169693,974.139343,1516.253296,290.296875,986.262329,1498.569214,567.099731,-517.756775,834.827698,520.566345,-523.429688,834.124817,512.801819,-459.069611,834.639954,574.835815,-464.59729,834.358337,512.744019,-526.10968,737.987061,510.69516,-449.782166,739.815308,575.87854,-456.326447,740.308899,573.387329,-524.469299,740.529297,253.31897,13.679474,846.887207,324.43103,8.93702,847.062317,325.44162,91.607986,847.400635,256.303955,92.425186,846.217712,249.913055,6.121393,741.548584,329.597748,3.423074,741.323364,330.153839,97.215752,740.49176,251.945221,96.970871,740.075439
00174_color_1715976472.268802.png,1895,1715976472.2677271,563.112732,354.269867,855.614807,617.500061,383.928986,833.711975,621.134094,334.413086,853.822083,562.383423,296.328705,849.955017,530.340393,276.808075,847.421204,495.928162,269.625092,854.320496,490.883575,337.001984,865.911621,462.659851,334.688873,859.189941,434.338409,328.172211,848.339111,48.886658,196.334259,759.851379,78.314041,198.140808,752.505798,100.534691,200.061493,748.096436,-21.338018,149.649597,756.176147,7.001926,137.598969,750.853882,38.255836,128.860016,744.829041,3.148556,207.420609,772.271423,-10.538646,237.711304,763.263733,-43.958187,209.505112,775.538818,-107.648285,182.784668,783.689514,187.198914,980.008545,1493.993042,239.167389,974.141235,1516.255127,290.312286,986.301636,1498.595825,567.34198,-517.863098,834.87854,520.571106,-523.395325,834.159973,512.781982,-458.950745,834.616333,574.910156,-464.383453,834.256531,512.736816,-526.085388,738.027893,510.70047,-449.790314,739.795593,575.863403,-456.300873,740.318481,573.382263,-524.430115,740.528442,253.283356,13.691704,846.912781,324.241211,9.622406,847.033752,325.615479,91.696495,847.476624,256.296326,92.442093,846.218506,249.906387,6.13107,741.551819,329.333679,3.742893,741.423279,330.139435,97.24482,740.480347,251.934326,96.97654,740.066772
00175_color_1715976472.303619.png,1899,1715976472.307727,574.578552,341.977295,841.868713,628.698792,371.493805,817.355103,633.090088,321.573242,836.372681,572.643677,284.258545,835.101868,540.3078,265.005524,833.432434,506.071747,257.652435,841.460144,502.351868,325.569794,854.808411,473.795074,323.905914,849.202393,445.071503,318.039978,839.44812,48.879406,196.264664,759.889526,78.299522,198.105194,752.512329,100.523674,200.040955,748.06958,-21.406279,149.410629,756.056335,7.010208,137.377899,750.788025,38.315857,128.724869,744.68988,3.258501,207.723297,772.865784,-10.52957,237.77858,763.501038,-43.895519,209.252258,775.395935,-107.384819,182.193451,783.670654,187.203918,980.000793,1493.980835,239.166077,974.132935,1516.244141,290.301758,986.298218,1498.589722,567.348328,-517.869263,834.879211,520.572937,-523.394592,834.165649,512.741211,-458.828857,834.535767,575.166809,-464.297302,834.098633,512.748657,-526.116699,738.0177,510.703796,-449.776001,739.819397,575.860657,-456.279022,740.317627,573.386292,-524.421265,740.519897,253.270508,13.694442,846.911682,324.156189,9.131343,847.256958,325.430267,91.592491,847.389526,256.288177,92.436302,846.214172,249.915146,6.135558,741.561646,329.30069,3.779691,741.430481,330.128784,97.247963,740.483154,251.934647,96.966499,740.052734
00176_color_1715976472.340750.png,1902,1715976472.337727,583.537903,331.614746,832.61438,637.311768,361.39386,805.898682,642.579468,311.139069,823.869507,580.602356,274.089478,824.626892,548.216309,255.05513,823.714661,513.97113,247.388016,832.308289,511.718567,315.852478,847.952393,482.833038,314.440369,843.268799,453.677917,309.100494,834.516113,48.920273,196.186401,759.852966,78.35495,198.048645,752.48761,100.580841,200.005051,748.032166,-21.428316,149.272888,755.906616,7.053757,137.217941,750.726746,38.459545,128.643204,744.610107,3.162703,207.481583,772.678528,-10.465652,237.929443,763.831238,-43.763752,209.049988,775.250977,-106.99057,181.692749,783.606628,187.187607,980.022095,1493.996948,239.168732,974.131897,1516.249878,290.300812,986.287231,1498.591919,567.347656,-517.897278,834.888367,520.583923,-523.408813,834.146912,512.812073,-458.920319,834.561829,575.164612,-464.312042,834.098145,512.743774,-526.122803,737.999084,510.694031,-449.773865,739.834167,575.876526,-456.339111,740.322937,573.186707,-522.491211,739.54126,253.324127,13.689096,846.852661,324.181061,9.818633,847.024475,325.600159,91.676476,847.471375,256.283722,92.442276,846.224792,249.903488,6.146666,741.543579,329.255188,3.801711,741.44165,330.138214,97.250786,740.48584,251.927017,96.970779,740.065247
00177_color_1715976472.375929.png,1906,1715976472.377727,596.594116,317.024567,822.655334,649.704346,347.437744,792.68512,656.400269,296.652313,808.926392,591.987915,259.750153,812.522827,559.05658,240.945999,811.725891,524.542053,232.92836,820.401245,525.292847,301.957428,841.163147,496.108185,301.044464,838.071899,466.525543,296.46521,830.723877,48.93132,196.422379,759.927979,78.327133,198.075684,752.402893,100.55719,200.001755,748.013184,-21.473438,149.338501,755.803772,7.041645,137.257812,750.721558,38.443005,128.706741,744.647522,3.141663,207.524719,772.464783,-10.516469,237.767929,763.435608,-43.629635,209.20665,775.052734,-106.535507,181.813171,783.829163,187.210785,980.003296,1493.976807,239.168732,974.131409,1516.246826,290.302979,986.273315,1498.580566,567.301208,-517.897034,834.872681,520.537048,-523.446899,834.143677,512.695618,-458.911255,834.56488,575.120667,-464.338623,834.121094,512.760681,-526.128418,738.002502,510.686768,-449.775055,739.807434,575.856567,-456.326141,740.347839,573.482239,-522.565186,739.369751,253.354431,13.713762,846.83252,324.156311,9.935742,847.0271,325.423309,91.606583,847.380432,256.284515,92.442726,846.206665,249.925751,6.11783,741.526428,329.22229,3.841252,741.476074,330.127563,97.248268,740.474976,251.940643,96.978432,740.062073
00178_color_1715976472.411098.png,1909,1715976472.407727,607.257202,306.154022,817.428711,660.082397,337.210419,785.179077,667.682495,286.040375,799.9245,601.514709,249.180283,805.776245,568.539185,230.333038,804.806335,534.033875,221.80368,813.705261,536.181274,291.43988,837.533569,507.025055,291.025452,835.424133,477.151215,286.58905,828.591919,48.857357,196.367783,759.791504,78.290733,198.114227,752.436279,100.532623,199.949661,747.977051,-21.567249,149.200531,755.578369,6.960197,137.076508,750.599731,38.43285,128.611526,744.571716,3.15966,207.328506,772.204102,-10.48164,237.910767,763.681152,-43.509331,209.047546,774.851318,-106.245346,181.573929,783.878296,187.221848,979.993958,1493.967529,239.177307,974.126892,1516.249878,290.300812,986.261658,1498.57251,567.295532,-517.916504,834.869202,520.439148,-523.591675,834.2453,512.792297,-459.077789,834.628174,575.113159,-464.36499,834.116882,512.763855,-526.134399,737.9823,510.713531,-449.786316,739.812073,575.866882,-456.34024,740.334045,573.36908,-524.424805,740.511475,253.324188,13.665382,846.84021,324.157379,9.939085,846.997864,325.435516,91.607918,847.385681,256.292267,92.444649,846.202881,249.917114,6.126014,741.509033,329.212646,3.827835,741.448547,330.135223,97.234688,740.470764,251.939957,96.984879,740.052307
00179_color_1715976472.445976.png,1913,1715976472.447727,623.724426,292.977417,813.019287,675.391602,323.523041,777.387512,683.187012,271.816132,791.061401,616.123901,236.362625,800.666077,582.997314,217.678543,801.776428,548.931274,209.406601,812.443787,552.814453,278.446106,836.018188,523.878784,278.763763,835.108215,493.759674,274.546509,829.250244,48.903965,196.35289,759.843262,78.385414,198.239029,752.616333,100.592674,199.985748,748.015991,-21.617567,149.158615,755.459656,6.973184,137.044525,750.609436,38.479168,128.610886,744.545715,3.12349,207.343994,772.24115,-10.49528,237.647598,763.3974,-43.418953,208.939758,774.666321,-105.87439,181.079453,783.772583,187.198502,980.00769,1493.97522,239.172562,974.131409,1516.248047,290.296387,986.245972,1498.559082,566.950378,-517.828491,834.93158,520.435181,-523.597046,834.261536,512.797546,-459.081757,834.636292,574.897827,-464.517303,834.261658,512.762085,-526.130676,737.97229,510.711182,-449.793793,739.818115,575.878052,-456.35141,740.330994,573.382874,-524.409668,740.499817,253.340637,13.674515,846.823364,324.170929,9.944179,846.993652,325.441193,91.625839,847.371826,256.310486,92.443214,846.180298,249.934418,6.136311,741.492065,329.226685,3.851372,741.448181,330.154175,97.242126,740.458252,251.959229,96.98243,740.032349
00180_color_1715976472.481324.png,1916,1715976472.477727,635.68512,283.725555,812.083923,686.927307,312.287415,774.813904,693.612488,260.784393,789.408752,625.671265,226.192169,800.394409,592.37439,209.464584,803.073975,558.296448,202.247055,814.542053,564.9375,271.496826,837.187805,535.880188,272.456818,836.690186,505.726624,268.813812,831.358704,48.978374,196.413437,759.992004,78.441093,198.268356,752.699646,100.749123,200.215027,748.311951,-21.557941,149.240509,755.546143,7.064067,137.097137,750.673523,38.605747,128.674652,744.568787,3.151841,207.413864,772.348694,-10.474642,237.712143,763.401978,-43.351025,208.994827,774.568481,-105.612259,180.818436,783.716431,187.205627,980.004028,1493.986572,239.173935,974.131653,1516.25293,290.299225,986.254822,1498.567505,567.178589,-518.015869,834.994263,520.448425,-523.600098,834.303589,512.815063,-459.074493,834.63092,574.965637,-464.50354,834.274353,512.749695,-526.112854,738.009705,510.706238,-449.797516,739.807617,575.887573,-456.341553,740.307495,573.383423,-524.422241,740.510742,253.280518,13.670561,846.882141,324.166992,9.963201,846.996948,325.44873,91.618904,847.359131,256.31366,92.46743,846.191528,249.914856,6.116044,741.502686,329.221588,3.82855,741.456543,330.153839,97.233955,740.444214,251.966888,96.986084,740.027832
